Texte Origine,mot,phrase,ID phrase,PositionMot,Non-inclusif
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,fin,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2252,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,janvier,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2256,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,disponibilité)*Il,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2280,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,poste,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2310,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,contractuel,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2316,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,temporaireNote,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2328,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,masculin,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2347,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,but,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2381,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,texte,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2398,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,défaut,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2418,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,genres,"Quarts de Travail Disponibles: DIMANCHE à MARDI: 7H30 - 20H00 ET MERCREDI 7H30 - 11H30MERCREDI: 16H00 - 20H00 ET JEUDI À SAMEDI: 7H30 - 20H00LUNDI AU VENDREDI (NUIT): 21H30 - 6H00LUNDI À VENDREDI: 6H30 - 14H30LUNDI À VENDREDI: 7H00 - 15H00LUNDI À VENDREDI: 8:00-16h30LUNDI À VENDREDI: 11H00 - 19H00LUNDI À VENDREDI (SOIR): 15H00 - 23H00LUNDI À VENDREDI: 16H00 - 23H30POURQUOI CHOISIR SSENSE?Climat de travail positif et convivialStationnement gratuit sur place et emplacement accessible en transport en commun (près du métro Côte-Vertu)Service de navette fourni par SSENSE à partir du métro Côte-VertuYogourt, collations, café et thé gratuits dans notre salle de reposSalaire horaire de 14,50$ à 15,00$ + 1$ prime saisonnière pour le quart de jour/soir + 2$ prime pour le quart de nuitPossibilité de contrat à temps plein pour la période des fêtes seulement selon vos congésPrime de recommandation de 300 $ lorsqu’un candidat référé est embauchéCode vestimentaire décontracté (les bottes de sécurité ne sont pas nécessaires)Possibilité d’effectuer des heures supplémentaires selon les besoinsPossibilité d’une extension de contrat ou d’une embauche permanenteHoraire à temps plein avec un minimum de 40 heures hebdomadaires et la possibilité de faire des heures supplémentairesRESPONSABILITÉSPeuvent comprendre une ou plusieurs des tâches suivantes:S’occuper de la réception, le ramassage, l’emballage, l’étiquetage et/ou l’expédition des produitsGérer les registres d’expédition et de réception en s’assurant du bon état des produits entrants et sortantsVoir à la propreté, l’organisation et la sûreté de l’entrepôtEffectuer un contrôle de la qualité des produits sans faillesRéaliser d’autres tâches ad hoc lorsque requisEXIGENCESExpérience en entrepôt non requise, mais elle constitue un atoutCapacité à marcher avec de l’équipement et/ou se tenir debout durant des périodes prolongées, au besoinCapacité à lever, à transporter, à pousser et à tirer des chargesHabileté à réaliser plusieurs tâches en simultané dans un environnement au rythme rapideSouci du détail et bon sens de la planification et de la gestion du tempsAnglais lu, écrit et parléFlexibilité par rapport aux horaires et disponibilité les soirs et week-endsDisponibilité jusqu’à la fin-janvier (ou selon votre disponibilité)*Il s’agit d’un poste contractuel temporaireNote: le masculin est employé dans le seul but d’alléger le texte et inclut par défaut tous les genres",1270,2434,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,Type,"Type d'emploi : Temps Plein, Temporaire, ContractuelSalaire : 15,50$ à 18,00$ par heureType d'emploi : Temps Plein, Temporaire, Contractuel, Navettage, OccasionnelSalaire : 15,50$ à 18,00$ par heureAvantages :Aide au Transport QuotidienÉvénements d'EntrepriseNourriture à Prix Réduit ou GratuiteStationnement sur placeTenue DécontractéeHoraire :10 Heures12 Heures8 HeuresDu Lundi au VendrediHeures SupplémentairesQuart de jourQuart de NuitTravail la Fin de SemaineRémunération supplémentaire :PrimesTâches du poste:Déplacer et empiler les matériauxTransfert de marchandisesUtilisation du logiciel de gestion d'entrepôtRecevoir / traiter les envoisPrécautions contre la COVID-19:Processus de recrutement à distanceÉquipement de protection individuel fourni ou requisProtection en plastique sur les postes de travailContrôles automatiques de la températureConsignes de distanciation socialeEntretiens virtuelsProcédures renforcées de désinfection et de nettoyage",3711,0,-1
TRAVAIL GÉNÉRAL Possibilité de contrat temps plein pour les fêtes.txt,emploi,"Type d'emploi : Temps Plein, Temporaire, ContractuelSalaire : 15,50$ à 18,00$ par heureType d'emploi : Temps Plein, Temporaire, Contractuel, Navettage, OccasionnelSalaire : 15,50$ à 18,00$ par heureAvantages :Aide au Transport QuotidienÉvénements d'EntrepriseNourriture à Prix Réduit ou GratuiteStationnement sur placeTenue DécontractéeHoraire :10 Heures12 Heures8 HeuresDu Lundi au VendrediHeures SupplémentairesQuart de jourQuart de NuitTravail la Fin de SemaineRémunération supplémentaire :PrimesTâches du poste:Déplacer et empiler les matériauxTransfert de marchandisesUtilisation du logiciel de gestion d'entrepôtRecevoir / traiter les envoisPrécautions contre la COVID-19:Processus de recrutement à distanceÉquipement de protection individuel fourni ou requisProtection en plastique sur les postes de travailContrôles automatiques de la températureConsignes de distanciation socialeEntretiens virtuelsProcédures renforcées de désinfection et de nettoyage",3711,7,-1
